"","E6.5-Epi","E7.0-Epi","E6.5-PS","E7.0-PS","E7.0-aPS","E7.0-NasMes","E7.5-NeurEct"
"0610005c13rik",0.256920399861918,0.402879168870702,0.393520139967243,0.301768666152319,0.434321472593012,0.306587413820194,0.407031149105337
"0610006l08rik",0,0,0,0,0,0,0
"0610007p14rik",182.477714001927,156.577804042866,163.310858086406,146.156623973106,124.758843002343,126.850542468105,147.054539441057
"0610009b22rik",153.734744267375,118.588668295823,138.912609408437,118.715793264322,133.445272454203,120.220589644244,100.478546522003
"0610009o20rik",19.9113309892987,25.8909112936025,16.3310858086406,25.6905724451007,23.7791006244674,25.4850787738036,22.968186270944
"0610010f05rik",9.60239994483919,10.7236955243525,6.88660244942676,9.05305998456956,9.44649202889801,4.67545806075796,10.873546411814
"0610010k14rik",36.4505817304096,54.554579220021,43.680735536364,54.9420151507988,57.1132736459811,52.9629757374385,60.9383777517704
"0610012d04rik",0,0,0,0,0,0,0
"0610012g03rik",130.258642729992,141.114353590623,141.864010458191,148.611009124479,160.264623386821,170.232661523663,129.726641950572
"0610025j13rik",0.0642300999654795,0.0829457112380857,0,0.080471644307285,0,0,0.0581473070150481
"0610030e20rik",9.34547954497727,8.47231193360447,10.6250437791156,8.75129131841724,9.44649202889801,11.9569091389876,11.7457560170397
"0610031o16rik",0,0,0,0,0,0,0
"0610033m10rik",0.0321150499827398,0.0947950985578122,0,0.0603537332304637,0,0,0.0581473070150481
"0610037l13rik",44.4151141261291,49.2460537007835,50.3705779158072,52.668691199118,53.3129607607922,59.209694294025,44.1919533314366
"0610038b21rik",0.385380599792877,0.450276718149608,0.590280209950865,0.523065687997353,0.542901840741265,0.651498254367913,0.523325763135433
"0610039k10rik",0.0963451499482193,0.0592469365986327,0,0.120707466460927,0.217160736296506,0.114970280182573,0.116294614030096
"0610040b10rik",0.931336449499453,0.61616814062578,0.393520139967243,0.744362709842386,0.977223313334277,0.958085668188107,1.27924075433106
"0610040f04rik",0.0642300999654795,0.0829457112380857,0,0.120707466460927,0.217160736296506,0.0766468534550485,0.0581473070150481
"0610040j01rik",1.44517724922329,1.50487218960527,1.57408055986897,2.33367768491126,2.82308957185458,1.91617133637621,3.0236599647825
"0610043k17rik",0.0963451499482193,0.0710963239183592,0,0,0,0,0.116294614030096
"1010001b22rik",0.738646149603015,1.01904730949648,1.18056041990173,0.784598531996029,0.651482208889518,0.574851400912864,0.697767684180577
"1010001n08rik",0,0.0236987746394531,0,0.120707466460927,1.52012515407554,4.06228323311757,0
"1110002e22rik",0,0.0118493873197265,0,0,0,0,0
"1110002j07rik",0.0642300999654795,0.106644485877539,0,0.0402358221536425,0,0,0.174441921045144
"1110002l01rik",10.116240744563,13.9111807133589,11.4120840590501,13.9819481983908,13.1382245459386,16.3641032126529,9.12912720136255
"1110002o04rik",0,0,0,0,0,0,0
"1110004e09rik",84.3662363046574,89.0481457077449,81.0651488332521,88.6998699377049,105.431537471954,68.9438446828162,82.3947340403232
"1110004f10rik",407.539984280968,397.736534773941,386.8302975878,406.764044062249,393.060932696676,419.641522666391,377.899348290798
